"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00189115","1896-02","39.433333","-76.3","30.5","VAN BIBBER, MD US","","","0.0",",6","6",",6","6",",6","3",",6","0",",6","0",",6","26",",6","6",",6","0",",6","0",",6","","","18960217","+,,6","18960219","+,,6","","","18960213",",,6","18960223",",,6","-15.6",",6,17,+","0",",T,6,19,+","41.7",",,6,13,","14.4",",6,23,","","","516.9",",6","139.6",",,,6","0",",T,,6","0.51",",6","5.26",",,,6","-4.23",",,,6"
"USC00189115","1896-03","39.433333","-76.3","30.5","VAN BIBBER, MD US","","","0.0",",6","7",",6","7",",6","2",",6","","","0",",6","26",",6","4",",6","0",",6","0",",6","","","18960313","+,,6","","","","","18960329",",,6","18960330",",,6","-12.8",",6,13,+","","","35.6",",,6,29,","20.0",",6,30,","","","517.9",",6","130.8",",,,6","","","1.63",",6","6.61",",,,6","-3.35",",,,6"
"USC00189115","1896-05","39.433333","-76.3","30.5","VAN BIBBER, MD US","","","74.5",",6","17",",6","8",",6","0",",6","","","0",",6","0",",6","0",",6","24",",6","3",",6","","","18960507",",,6","","","1","","18960528",",,6","18960518",",,6","5.0",",6,07,","","","14.0",",,6,28,","35.6",",6,18,","","","37.8",",6","75.7",",,,6","","","19.51",",6","24.65",",,,6","14.37",",,,6"
"USC00189115","1896-06","39.433333","-76.3","30.5","VAN BIBBER, MD US","","","90.0",",6","11",",6","9",",6","1",",6","","","0",",6","0",",6","0",",6","26",",6","3",",6","","","18960614","+,,6","","","","","18960608",",,6","18960629",",,6","11.1",",6,14,+","","","27.4",",,6,08,","33.9",",6,29,","","","6.7",",6","78.7",",,,6","","","21.11",",6","26.47",",,,6","15.74",",,,6"
"USC00189115","1896-07","39.433333","-76.3","30.5","VAN BIBBER, MD US","","","203.0",",6","8",",6","6",",6","0",",6","","","0",",6","0",",6","0",",6","31",",6","8",",6","","","18960717",",,6","","","3","","18960727",",,6","18960714",",,6","13.3",",6,17,","","","21.6",",,6,27,","36.1",",6,14,","0.0","6","0.0",",6","62.3",",,,6","","","24.88",",6","29.99",",,,6","19.77",",,,6"
"USC00189115","1896-08","39.433333","-76.3","30.5","VAN BIBBER, MD US","","","178.8",",6","5",",6","3",",6","0",",6","","","0",",6","0",",6","0",",6","31",",6","11",",6","","","18960819",",,6","","","","","18960831",",,6","18960812","+,,6","10.0",",6,19,","","","12.7",",,6,31,","35.6",",6,12,+","0.5","6","0.5",",6","28.8",",,,6","","","24.08",",6","29.75",",,,6","18.42",",,,6"
"USC00189115","1896-09","39.433333","-76.3","30.5","VAN BIBBER, MD US","","","51.9",",6","6",",6","5",",6","1",",6","","","0",",6","0",",6","0",",6","26",",6","0",",6","","","18960924",",,6","","","","","18960905",",,6","18960913","+,,6","5.0",",6,24,","","","58.9",",,6,05,","30.6",",6,13,+","30.5","6","30.0",",6","107.7",",,,6","","","19.06",",6","24.65",",,,6","13.48",",,,6"
"USC00189115","1896-10","39.433333","-76.3","30.5","VAN BIBBER, MD US","","","0.0",",6","7",",6","3",",6","1",",6","","","0",",6","4",",6","0",",6","2",",6","0",",6","","","18961024",",,6","","","","","18961011",",,6","18961031",",,6","-0.6",",6,24,","","","35.1",",,6,11,","22.2",",6,31,","258.1","6","227.6",",6","61.5",",,,6","","","10.99",",6","15.93",",,,6","6.05",",,,6"
"USC00189115","1896-11","39.433333","-76.3","30.5","VAN BIBBER, MD US","","","0.0",",6","10",",6","7",",6","2",",6","","","0",",6","10",",6","0",",6","0",",6","0",",6","","","18961130",",,6","","","","","18961104",",,6","18961118","+,,6","-7.2",",6,30,","","","47.0",",,6,04,","20.6",",6,18,+","553.2","6","295.1",",6","116.1",",,,6","","","8.50",",6","13.84",",,,6","3.15",",,,6"
"USC00189115","1896-12","39.433333","-76.3","30.5","VAN BIBBER, MD US","","","0.0",",6","5",",6","1",",6","0",",6","","","0",",6","25",",6","8",",6","0",",6","0",",6","","","18961224","+,,6","","","","","18961222",",,6","18961207",",,6","-12.2",",6,24,+","","","3.3",",,6,22,","14.4",",6,07,","1117.7","6","564.5",",6","8.4",",,,6","","","0.12",",6","4.35",",,,6","-4.10",",,,6"
