"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","MNPN","MNPN_ATTRIBUTES","MXPN","MXPN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00356550","2003-04","45.691","-118.8523","460.2","PENDLETON WEATHER FORECAST OFFICE, OR US","","","0.0","1,0","11",",0","7",",0","0",",0","0",",0","0",",0","0","1,0","1","1,0","0",",0","2",",0","0",",0","","","20030404",",1,0","20030430","+,,0","20030402","+,,0","","","20030402",",,0","20030408",",,0","-1.1","1,0,04,","0",",,0,30,+","0",",T,0,02,+","8.1",",,0,02,","24.4",",0,08,","","","","","233.5",",0","","","","","41.8",",,,0","0",",T,,0","10.33","1,0","16.09",",,,0","4.57","1,,,0","",""
"USC00356550","2003-05","45.691","-118.8523","460.2","PENDLETON WEATHER FORECAST OFFICE, OR US","","","20.0",",0","6",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","14",",0","0",",0","","","20030507",",,0","20030531","+,,0","20030531","+,,0","","","20030511",",,0","20030528",",,0","1.7",",0,07,","0",",,0,31,+","0",",,0,31,+","5.8",",,0,11,","31.7",",0,28,","","","","","130.0",",0","","","","","19.8",",,,0","0",",,,0","14.79",",0","21.18",",,,0","8.39",",,,0","",""
"USC00356550","2003-06","45.691","-118.8523","460.2","PENDLETON WEATHER FORECAST OFFICE, OR US","","","80.7",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","9",",0","","","20030624",",,0","20030630","+,,0","20030630","+,,0","","","20030619","+,,0","20030629",",,0","7.8",",0,24,","0",",,0,30,+","0",",,0,30,+","0.0",",T,0,19,+","36.7",",0,29,","","","","","14.8",",0","","","","","0.0",",T,,0","0",",,,0","20.53",",0","28.35",",,,0","12.71",",,,0","",""
"USC00356550","2003-07","45.691","-118.8523","460.2","PENDLETON WEATHER FORECAST OFFICE, OR US","","","213.9",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","21",",0","","","20030702",",,0","20030731","+,,0","20030731","+,,0","","","20030707",",,0","20030730","+,,0","11.1",",0,02,","0",",,0,31,+","0",",,0,31,+","0.3",",,0,07,","40.0",",0,30,+","","","0.3","0","0.3",",0","","","","","0.3",",,,0","0",",,,0","25.22",",0","33.71",",,,0","16.74",",,,0","",""
"USC00356550","2003-08","45.691","-118.8523","460.2","PENDLETON WEATHER FORECAST OFFICE, OR US","","","156.4",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","13",",0","","","20030828","+,,0","20030831","+,,0","20030831","+,,0","","","20030822","+,,0","20030815","+,,0","11.7",",0,28,+","0",",,0,31,+","0",",,0,31,+","0.8",",,0,22,+","36.1",",0,15,+","","","0.3","0","0.0",",0","","","","","2.4",",,,0","0",",,,0","23.38",",0","31.39",",,,0","15.36",",,,0","",""
"USC00356550","2003-09","45.691","-118.8523","460.2","PENDLETON WEATHER FORECAST OFFICE, OR US","","","63.0",",0","3",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","26",",0","5",",0","","","20030913",",,0","20030930","+,,0","20030930","+,,0","","","20030908",",,0","20030903",",,0","6.7",",0,13,","0",",,0,30,+","0",",,0,30,+","7.9",",,0,08,","37.8",",0,03,","","","36.5","0","36.2",",0","","","","","15.0",",,,0","0",",,,0","19.23",",0","26.85",",,,0","11.60",",,,0","",""
"USC00356550","2003-10","45.691","-118.8523","460.2","PENDLETON WEATHER FORECAST OFFICE, OR US","","","9.5",",0","9",",0","2",",0","0",",0","0",",0","0",",0","0",",0","2",",0","0",",0","15",",0","0",",0","","","20031031",",,0","20031031","+,,0","20031030",",,0","","","20031015",",,0","20031021",",,0","-7.8",",0,31,","0",",,0,31,+","0",",T,0,30,","4.6",",,0,15,","30.6",",0,21,","","","193.6","0","157.1",",0","","","","","11.1",",,,0","0",",T,,0","13.57",",0","20.34",",,,0","6.81",",,,0","",""
"USC00356550","2003-11","45.691","-118.8523","460.2","PENDLETON WEATHER FORECAST OFFICE, OR US","","","0.0",",0","8",",0","3",",0","0",",0","0",",0","0",",0","0",",0","18",",0","0",",0","0",",0","0",",0","","","20031107","+,,0","20031130","+,,0","20031122",",,0","","","20031129",",,0","20031118",",,0","-8.9",",0,07,+","0",",,0,30,+","3",",,0,22,","9.9",",,0,29,","19.4",",0,18,","","","625.8","0","432.2",",0","","","","","25.4",",,,0","3",",,,0","3.93",",0","8.59",",,,0","-0.73",",,,0","",""
"USC00356550","2003-12","45.691","-118.8523","460.2","PENDLETON WEATHER FORECAST OFFICE, OR US","","","0.0",",0","19",",0","12",",0","0",",0","5",",0","5",",0","0",",0","20",",0","5",",0","0",",0","0",",0","","","20031230",",,0","20031229",",,0","20031229",",,0","","","20031229",",,0","20031206",",,0","-12.8",",0,30,","178",",,0,29,","168",",,0,29,","13.0",",,0,29,","13.3",",0,06,","","","1142.4","0","516.6",",0","","","","","69.1",",,,0","355",",,,0","1.67",",0","4.86",",,,0","-1.52",",,,0","",""
"USC00356550","2004-01","45.691","-118.8523","460.2","PENDLETON WEATHER FORECAST OFFICE, OR US","0.0","0","0.0","1,0","19",",0","8",",0","0",",0","24",",0","5",",0","3","1,0","24","1,0","14",",0","0",",0","0",",0","","","20040105",",1,0","20040107",",,0","20040103",",,0","","","20040123",",,0","20040129",",,0","-24.4","1,0,05,","229",",,0,07,","64",",,0,03,","16.3",",,0,23,","14.4",",0,29,","","","1761.0","0","618.6",",0","","","","","60.2",",,,0","275",",,,0","-2.26","1,0","0.80",",,,0","-5.33","1,,,0","",""
