"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00518815","1926-07","21.298","-157.8165","34.1","UNIVERSITY OF HAWAII 713, HI US","","","7",",6","0",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","19260706",",,6","","","","","","","","","1.8",",,6,06,","","","","","5.8",",,,6","","","","","","","",""
"USC00518815","1926-08","21.298","-157.8165","34.1","UNIVERSITY OF HAWAII 713, HI US","","","5",",6","2",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","19260826",",,6","","","","","","","","","4.1",",,6,26,","","","","","9.6",",,,6","","","","","","","",""
"USC00518815","1928-04","21.298","-157.8165","34.1","UNIVERSITY OF HAWAII 713, HI US","","","12",",6","8",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","19280404",",,6","","","","","","","","","15.2",",,6,04,","","","","","56.7",",,,6","","","","","","","",""
"USC00518815","1928-05","21.298","-157.8165","34.1","UNIVERSITY OF HAWAII 713, HI US","","","6",",6","4",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","19280515",",,6","","","","","","","","","4.1",",,6,15,","","","","","19.0",",,,6","","","","","","","",""
"USC00518815","1928-06","21.298","-157.8165","34.1","UNIVERSITY OF HAWAII 713, HI US","","","6",",6","4",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","19280625",",,6","","","","","","","","","5.1",",,6,25,","","","","","16.3",",,,6","","","","","","","",""
"USC00518815","1930-05","21.298","-157.8165","34.1","UNIVERSITY OF HAWAII 713, HI US","","","3",",6","0",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","19300517","+,,6","","","","","","","","","0.8",",,6,17,+","","","","","1.9",",,,6","","","","","","","",""
"USC00518815","1931-08","21.298","-157.8165","34.1","UNIVERSITY OF HAWAII 713, HI US","","","15","4,6","3","4,6","1","4,6","","","","","","","","","","","","","","","","","","","","","","","19310826",",4,6","","","","","","","","","31.8","4,,6,26,","","","","","54.3","4,,,6","","","","","","","",""
"USC00518815","1931-09","21.298","-157.8165","34.1","UNIVERSITY OF HAWAII 713, HI US","","","20","1,6","8","1,6","1","1,6","","","","","","","","","","","","","","","","","","","","","","","19310908",",1,6","","","","","","","","","31.8","1,,6,08,","","","","","71.1","1,,,6","","","","","","","",""
"USC00518815","1931-10","21.298","-157.8165","34.1","UNIVERSITY OF HAWAII 713, HI US","","","8","4,6","4","4,6","1","4,6","","","","","","","","","","","","","","","","","","","","","","","19311010",",4,6","","","","","","","","","47.0","4,,6,10,","","","","","61.0","4,,,6","","","","","","","",""
"USC00518815","1932-02","21.298","-157.8165","34.1","UNIVERSITY OF HAWAII 713, HI US","","","27","2,6","20","2,6","2","2,6","","","","","","","","","","","","","","","","","","","","","","","19320228","+,2,6","","","","","","","","","44.5","2,,6,28,+","","","","","188.2","2,,,6","","","","","","","",""
