,STATION,DATE,LATITUDE,LONGITUDE,ELEVATION,NAME,DP01,DP01_ATTRIBUTES,DP10,DP10_ATTRIBUTES,DP1X,DP1X_ATTRIBUTES,DYXP,DYXP_ATTRIBUTES,EMXP,EMXP_ATTRIBUTES,PRCP,PRCP_ATTRIBUTES,CDSD,CDSD_ATTRIBUTES,CLDD,CLDD_ATTRIBUTES,DT00,DT00_ATTRIBUTES,DT32,DT32_ATTRIBUTES,DX32,DX32_ATTRIBUTES,DX70,DX70_ATTRIBUTES,DX90,DX90_ATTRIBUTES,DYNT,DYNT_ATTRIBUTES,DYXT,DYXT_ATTRIBUTES,EMNT,EMNT_ATTRIBUTES,EMXT,EMXT_ATTRIBUTES,HDSD,HDSD_ATTRIBUTES,HTDD,HTDD_ATTRIBUTES,TAVG,TAVG_ATTRIBUTES,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES
16,SF000068438,2021-03,-28.8,24.767,1196.0,"KIMBERLEY, SF",,,,,,,,,,,,,,,,,0.0,"5,S",0.0,"5,S",0.0,"1,S",30.0,"1,S",12.0,"1,S",20210328.0,",5,S",20210307.0,"+,1,S",8.7,"5,S,28,",35.9,"1,S,07,+",,,,,21.88,"6,S",31.52,"1,,,S",12.24,"5,,,S"
17,SF000068438,2021-04,-28.8,24.767,1196.0,"KIMBERLEY, SF",,,,,,,,,,,,,,,,,0.0,"5,S",0.0,"5,S",0.0,"2,S",28.0,"2,S",10.0,"2,S",20210425.0,",5,S",20210415.0,"+,2,S",3.3,"5,S,25,",34.2,"2,S,15,+",,,,,19.89,"7,S",30.74,"2,,,S",9.03,"5,,,S"
18,SF000068438,2021-05,-28.8,24.767,1196.0,"KIMBERLEY, SF",,,,,,,,,,,,,,,,,0.0,"4,S",4.0,"4,S",0.0,"3,S",25.0,"3,S",0.0,"3,S",20210531.0,",4,S",20210514.0,"+,3,S",-4.1,"4,S,31,",27.6,"3,S,14,+",,,,,14.06,"6,S",24.51,"3,,,S",3.61,"4,,,S"
19,SF000068438,2021-06,-28.8,24.767,1196.0,"KIMBERLEY, SF",,,,,,,,,,,,,,,,,0.0,"5,S",8.0,"5,S",0.0,"3,S",18.0,"3,S",0.0,"3,S",20210605.0,",5,S",20210630.0,"+,3,S",-5.0,"5,S,05,",27.5,"3,S,30,+",,,,,12.59,"7,S",22.69,"3,,,S",2.5,"5,,,S"
20,SF000068438,2021-07,-28.8,24.767,1196.0,"KIMBERLEY, SF",,,,,,,,,,,,,,,,,0.0,"5,S",19.0,"5,S",,,,,,,20210723.0,",5,S",,,-9.9,"5,S,23,",,,,,,,,,,,-2.39,"5,,,S"
21,SF000068438,2021-08,-28.8,24.767,1196.0,"KIMBERLEY, SF",,,,,,,,,,,,,,,,,,,,,0.0,"2,S",20.0,"2,S",0.0,"2,S",,,20210808.0,",2,S",,,28.5,"2,S,08,",,,,,,,23.39,"2,,,S",,
22,SF000068438,2021-09,-28.8,24.767,1196.0,"KIMBERLEY, SF",,,,,,,,,,,,,,,,,,,,,0.0,"2,S",28.0,"2,S",6.0,"2,S",,,20210928.0,"+,2,S",,,36.0,"2,S,28,+",,,,,,,29.31,"2,,,S",,
23,SF000068438,2021-10,-28.8,24.767,1196.0,"KIMBERLEY, SF",,,,,,,,,,,,,,,,,,,,,0.0,"3,S",28.0,"3,S",4.0,"3,S",,,20211014.0,"+,3,S",,,36.1,"3,S,14,+",,,,,,,28.68,"3,,,S",,
24,SF000068438,2021-11,-28.8,24.767,1196.0,"KIMBERLEY, SF",,,,,,,,,,,,,,,,,0.0,"5,S",0.0,"5,S",0.0,"1,S",29.0,"1,S",18.0,"1,S",20211104.0,",5,S",20211117.0,"+,1,S",6.5,"5,S,04,",37.3,"1,S,17,+",,,,,21.27,"6,S",32.37,"1,,,S",10.18,"5,,,S"
25,SF000068438,2021-12,-28.8,24.767,1196.0,"KIMBERLEY, SF",,,,,,,,,,,,,,,,,,,,,0.0,"1,S",30.0,"1,S",12.0,"1,S",,,20211202.0,"+,1,S",,,37.5,"1,S,02,+",,,,,,,31.12,"1,,,S",,
26,SF000068438,2022-01,-28.8,24.767,1196.0,"KIMBERLEY, SF",,,,,,,,,,,,,,,,,,,,,0.0,"2,S",29.0,"2,S",12.0,"2,S",,,20220129.0,"+,2,S",,,34.6,"2,S,29,+",,,,,,,32.09,"2,,,S",,
27,SF000068438,2022-02,-28.8,24.767,1196.0,"KIMBERLEY, SF",,,,,,,,,,,,,,,,,0.0,"5,S",0.0,"5,S",0.0,"2,S",26.0,"2,S",18.0,"2,S",20220222.0,",5,S",20220226.0,"+,2,S",11.3,"5,S,22,",36.2,"2,S,26,+",,,,,24.29,"7,S",33.1,"2,,,S",15.48,"5,,,S"
28,SF000068438,2022-03,-28.8,24.767,1196.0,"KIMBERLEY, SF",,,,,,,,,,,,,,,,,,,,,0.0,"1,S",30.0,"1,S",4.0,"1,S",,,20220303.0,"+,1,S",,,34.3,"1,S,03,+",,,,,,,29.35,"1,,,S",,
29,SF000068438,2022-04,-28.8,24.767,1196.0,"KIMBERLEY, SF",,,,,,,,,,,,,,,,,,,,,0.0,"3,S",24.0,"3,S",0.0,"3,S",,,20220401.0,",3,S",,,30.1,"3,S,01,",,,,,,,25.1,"3,,,S",,
30,SF000068438,2022-05,-28.8,24.767,1196.0,"KIMBERLEY, SF",,,,,,,,,,,,,,,,,,,,,0.0,"5,S",21.0,"5,S",0.0,"5,S",,,20220505.0,"+,5,S",,,26.6,"5,S,05,+",,,,,,,23.77,"5,,,S",,
31,SF000068438,2022-06,-28.8,24.767,1196.0,"KIMBERLEY, SF",,,,,,,,,,,,,,,,,,,,,0.0,"2,S",16.0,"2,S",0.0,"2,S",,,20220619.0,",2,S",,,23.9,"2,S,19,",,,,,,,20.45,"2,,,S",,
32,SF000068438,2022-07,-28.8,24.767,1196.0,"KIMBERLEY, SF",,,,,,,,,,,,,,,,,,,,,0.0,"3,S",21.0,"3,S",0.0,"3,S",,,20220728.0,"+,3,S",,,25.5,"3,S,28,+",,,,,,,22.04,"3,,,S",,
33,SF000068438,2022-08,-28.8,24.767,1196.0,"KIMBERLEY, SF",,,,,,,,,,,,,,,,,,,,,0.0,"3,S",22.0,"3,S",0.0,"3,S",,,20220828.0,",3,S",,,30.1,"3,S,28,",,,,,,,24.03,"3,,,S",,
34,SF000068438,2022-09,-28.8,24.767,1196.0,"KIMBERLEY, SF",,,,,,,,,,,,,,,,,,,,,0.0,"3,S",26.0,"3,S",9.0,"3,S",,,20220925.0,"+,3,S",,,34.2,"3,S,25,+",,,,,,,30.03,"3,,,S",,
35,SF000068438,2022-10,-28.8,24.767,1196.0,"KIMBERLEY, SF",,,,,,,,,,,,,,,,,,,,,0.0,"3,S",28.0,"3,S",22.0,"3,S",,,20221003.0,",3,S",,,37.9,"3,S,03,",,,,,,,33.75,"3,,,S",,
36,SF000068438,2022-11,-28.8,24.767,1196.0,"KIMBERLEY, SF",,,,,,,,,,,,,,,,,,,,,0.0,",S",30.0,",S",12.0,",S",,,20221130.0,",,S",,,35.6,",S,30,",,,,,,,31.0,",,,S",,
37,SF000068712,2021-04,-32.833,17.85,67.0,"CAPE COLUMBINE, SF",,,,,,,,,,,,,,,23.8,",S",0.0,",S",0.0,",S",0.0,",S",9.0,",S",0.0,",S",20210429.0,",,S",20210414.0,"+,,S",10.7,",S,29,",31.1,",S,14,+",,,55.9,",S",17.26,",S",21.9,",,,S",12.62,",,,S"
38,SF000068712,2021-05,-32.833,17.85,67.0,"CAPE COLUMBINE, SF",,,,,,,,,,,,,,,7.5,"1,S",0.0,"1,S",0.0,"1,S",0.0,"1,S",5.0,"1,S",0.0,"1,S",20210522.0,",1,S",20210503.0,"+,1,S",9.4,"1,S,22,",29.2,"1,S,03,+",,,94.7,"1,S",15.43,"1,S",18.96,"1,,,S",11.89,"1,,,S"
39,SF000068712,2021-06,-32.833,17.85,67.0,"CAPE COLUMBINE, SF",,,,,,,,,,,,,,,3.8,"1,S",0.0,"1,S",0.0,"1,S",0.0,"1,S",9.0,"1,S",0.0,"1,S",20210629.0,",1,S",20210606.0,"+,1,S",8.9,"1,S,29,",24.5,"1,S,06,+",,,94.3,"1,S",15.21,"1,S",18.85,"1,,,S",11.58,"1,,,S"
40,SF000068712,2021-07,-32.833,17.85,67.0,"CAPE COLUMBINE, SF",,,,,,,,,,,,,0.0,S,0.0,",S",0.0,",S",0.0,",S",0.0,",S",2.0,",S",0.0,",S",20210723.0,",,S",20210726.0,"+,,S",6.1,",S,23,",21.3,",S,26,+",,,163.0,",S",13.08,",S",16.46,",,,S",9.69,",,,S"
41,SF000068712,2021-08,-32.833,17.85,67.0,"CAPE COLUMBINE, SF",,,,,,,,,,,,,0.0,S,0.0,",S",0.0,",S",0.0,",S",0.0,",S",0.0,",S",0.0,",S",20210829.0,",,S",20210801.0,",,S",5.6,",S,29,",20.7,",S,01,",,,175.5,",S",12.67,",S",16.21,",,,S",9.14,",,,S"
42,SF000068712,2021-09,-32.833,17.85,67.0,"CAPE COLUMBINE, SF",,,,,,,,,,,,,1.6,S,1.6,"4,S",0.0,",S",0.0,",S",0.0,"4,S",5.0,"4,S",0.0,"4,S",20210907.0,",,S",20210919.0,"+,4,S",7.5,",S,07,",24.9,"4,S,19,+",,,109.5,"4,S",14.19,"4,S",17.9,"4,,,S",10.49,",,,S"
43,SF000068712,2021-11,-32.833,17.85,67.0,"CAPE COLUMBINE, SF",,,,,,,,,,,,,,,5.2,"3,S",0.0,"3,S",0.0,"3,S",0.0,"3,S",8.0,"3,S",0.0,"3,S",20211125.0,",3,S",20211126.0,"+,3,S",11.4,"3,S,25,",28.0,"3,S,26,+",,,37.8,"3,S",17.12,"3,S",21.03,"3,,,S",13.21,"3,,,S"
44,SF000068712,2022-01,-32.833,17.85,67.0,"CAPE COLUMBINE, SF",,,,,,,,,,,,,,,26.5,"3,S",0.0,"1,S",0.0,"1,S",0.0,"3,S",20.0,"3,S",0.0,"3,S",20220129.0,",1,S",20220109.0,"+,3,S",11.5,"1,S,29,",29.3,"3,S,09,+",18.2,S,18.2,"3,S",18.68,"3,S",22.79,"3,,,S",14.56,"1,,,S"
45,SF000068712,2022-04,-32.833,17.85,67.0,"CAPE COLUMBINE, SF",,,,,,,,,,,,,,,17.1,",S",0.0,",S",0.0,",S",0.0,",S",14.0,",S",0.0,",S",20220425.0,",,S",20220411.0,"+,,S",9.3,",S,25,",28.9,",S,11,+",,,63.7,",S",16.78,",S",21.3,",,,S",12.26,",,,S"
46,SF000068712,2022-05,-32.833,17.85,67.0,"CAPE COLUMBINE, SF",,,,,,,,,,,,,,,11.2,",S",0.0,",S",0.0,",S",0.0,",S",7.0,",S",0.0,",S",20220530.0,",,S",20220503.0,"+,,S",8.6,",S,30,",27.7,",S,03,+",,,101.5,",S",15.42,",S",19.42,",,,S",11.42,",,,S"
47,SF000068712,2022-07,-32.833,17.85,67.0,"CAPE COLUMBINE, SF",,,,,,,,,,,,,0.0,S,0.0,",S",0.0,",S",0.0,",S",0.0,",S",4.0,",S",0.0,",S",20220724.0,",,S",20220726.0,"+,,S",6.7,",S,24,",23.6,",S,26,+",,,130.7,",S",14.12,",S",17.93,",,,S",10.31,",,,S"
48,SF000068712,2022-08,-32.833,17.85,67.0,"CAPE COLUMBINE, SF",,,,,,,,,,,,,0.0,S,0.0,"3,S",0.0,",S",0.0,",S",0.0,"3,S",1.0,"3,S",0.0,"3,S",20220815.0,",,S",20220830.0,",3,S",6.9,",S,15,",22.0,"3,S,30,",,,139.3,"3,S",13.43,"3,S",16.63,"3,,,S",10.24,",,,S"
49,SF000068712,2022-09,-32.833,17.85,67.0,"CAPE COLUMBINE, SF",,,,,,,,,,,,,,,,,0.0,",S",0.0,",S",,,,,,,20220911.0,",,S",,,2.7,",S,11,",,,,,,,,,,,9.75,",,,S"
50,SF000068712,2022-10,-32.833,17.85,67.0,"CAPE COLUMBINE, SF",,,,,,,,,,,,,,,0.2,"3,S",0.0,"1,S",0.0,"1,S",0.0,"3,S",3.0,"3,S",0.0,"3,S",20221005.0,",1,S",20221016.0,",3,S",10.9,"1,S,05,",23.2,"3,S,16,",,,63.8,"3,S",16.06,"3,S",19.74,"3,,,S",12.39,"1,,,S"
51,SF000068712,2022-12,-32.833,17.85,67.0,"CAPE COLUMBINE, SF",,,,,,,,,,,,,,,20.2,",S",0.0,",S",0.0,",S",0.0,",S",24.0,",S",0.0,",S",20221230.0,",,S",20221231.0,",,S",11.5,",S,30,",28.6,",S,31,",,,15.4,",S",18.49,",S",22.56,",,,S",14.41,",,,S"
52,SF000068858,2021-01,-33.033,27.833,125.0,"EAST LONDON, SF",,,,,,,,,,,,,,,2.6,"4,S",0.0,"4,S",0.0,"4,S",0.0,"4,S",5.0,"4,S",0.0,"4,S",20210122.0,",4,S",20210103.0,"+,4,S",7.1,"4,S,22,",24.5,"4,S,03,+",78.4,S,78.4,"4,S",15.52,"4,S",19.36,"4,,,S",11.69,"4,,,S"
53,SF000068858,2021-03,-33.033,27.833,125.0,"EAST LONDON, SF",19.0,"4,S",10.0,"4,S",2.0,"4,S",20210323.0,",4,S",64.0,"4,,S,23,",230.3,"4,,,S",,,17.8,",S",0.0,",S",0.0,",S",0.0,",S",9.0,",S",0.0,",S",20210331.0,",,S",20210321.0,"+,,S",6.7,",S,31,",29.0,",S,21,+",,,110.2,",S",15.35,",S",19.42,",,,S",11.28,",,,S"
54,SF000068858,2021-04,-33.033,27.833,125.0,"EAST LONDON, SF",23.0,"2,S",12.0,"2,S",2.0,"2,S",20210430.0,",2,S",95.0,"2,,S,30,",221.4,"2,,,S",,,0.0,",S",0.0,",S",0.0,",S",0.0,",S",0.0,",S",0.0,",S",20210428.0,"+,,S",20210430.0,",,S",6.0,",S,28,+",18.5,",S,30,",,,175.9,",S",12.47,",S",15.25,",,,S",9.69,",,,S"
55,SF000068858,2021-05,-33.033,27.833,125.0,"EAST LONDON, SF",22.0,"3,S",18.0,"3,S",5.0,"3,S",20210526.0,",3,S",61.0,"3,,S,26,",346.0,"3,,,S",,,0.0,",S",0.0,",S",0.0,",S",0.0,",S",0.0,",S",0.0,",S",20210519.0,",,S",20210510.0,"+,,S",5.9,",S,19,",20.3,",S,10,+",,,168.1,",S",12.91,",S",15.53,",,,S",10.29,",,,S"
56,SF000068858,2021-06,-33.033,27.833,125.0,"EAST LONDON, SF",23.0,"4,S",12.0,"4,S",2.0,"4,S",20210618.0,",4,S",46.0,"4,,S,18,",186.7,"4,,,S",,,0.0,",S",0.0,",S",0.0,",S",0.0,",S",0.0,",S",0.0,",S",20210622.0,"+,,S",20210604.0,",,S",1.7,",S,22,+",18.4,",S,04,",,,241.7,",S",10.28,",S",13.28,",,,S",7.27,",,,S"
57,SF000068858,2021-07,-33.033,27.833,125.0,"EAST LONDON, SF",30.0,",S",21.0,",S",4.0,",S",20210721.0,",,S",133.1,",,S,21,",456.6,",,,S",0.0,S,0.0,",S",0.0,",S",0.0,",S",0.0,",S",0.0,",S",0.0,",S",20210719.0,"+,,S",20210715.0,"+,,S",3.7,",S,19,+",16.4,",S,15,+",,,244.9,",S",10.43,",S",13.65,",,,S",7.22,",,,S"
58,SF000068858,2021-08,-33.033,27.833,125.0,"EAST LONDON, SF",30.0,",S",12.0,",S",1.0,",S",20210828.0,",,S",61.0,",,S,28,",183.4,",,,S",0.0,S,0.0,",S",0.0,",S",0.0,",S",0.0,",S",0.0,",S",0.0,",S",20210825.0,",,S",20210821.0,",,S",2.1,",S,25,",16.5,",S,21,",,,275.4,",S",9.45,",S",12.51,",,,S",6.39,",,,S"
59,SF000068858,2021-09,-33.033,27.833,125.0,"EAST LONDON, SF",25.0,"1,S",12.0,"1,S",4.0,"1,S",20210924.0,",1,S",43.9,"1,,S,24,",234.3,"1,,,S",0.0,S,0.0,",S",0.0,",S",0.0,",S",0.0,",S",0.0,",S",0.0,",S",20210910.0,",,S",20210930.0,",,S",1.9,",S,10,",17.1,",S,30,",,,268.4,",S",9.39,",S",11.98,",,,S",6.8,",,,S"
60,SF000068858,2021-10,-33.033,27.833,125.0,"EAST LONDON, SF",18.0,"5,S",10.0,"5,S",2.0,"5,S",20211020.0,",5,S",71.9,"5,,S,20,",164.1,"5,,,S",0.0,S,0.0,",S",0.0,",S",0.0,",S",0.0,",S",0.0,",S",0.0,",S",20211030.0,",,S",20211028.0,"+,,S",4.4,",S,30,",18.7,",S,28,+",,,197.8,",S",11.95,",S",15.15,",,,S",8.76,",,,S"
61,SF000068858,2021-11,-33.033,27.833,125.0,"EAST LONDON, SF",22.0,"4,S",13.0,"4,S",5.0,"4,S",20211122.0,",4,S",46.0,"4,,S,22,",258.4,"4,,,S",0.0,S,0.0,",S",0.0,",S",0.0,",S",0.0,",S",0.0,",S",0.0,",S",20211103.0,",,S",20211112.0,"+,,S",5.4,",S,03,",19.2,",S,12,+",,,155.4,",S",13.15,",S",16.13,",,,S",10.18,",,,S"
62,SF000068858,2021-12,-33.033,27.833,125.0,"EAST LONDON, SF",20.0,"3,S",13.0,"3,S",1.0,"3,S",20211226.0,",3,S",71.1,"3,,S,26,",170.6,"3,,,S",0.0,S,0.0,"1,S",0.0,"1,S",0.0,"1,S",0.0,",S",0.0,",S",0.0,",S",20211211.0,",1,S",20211203.0,"+,,S",7.8,"1,S,11,",20.8,",S,03,+",,,99.7,",S",15.02,"1,S",18.25,",,,S",11.78,"1,,,S"
63,SF000068858,2022-01,-33.033,27.833,125.0,"EAST LONDON, SF",,,,,,,,,,,,,6.3,S,6.3,",S",0.0,",S",0.0,",S",0.0,",S",7.0,",S",0.0,",S",20220105.0,",,S",20220128.0,"+,,S",8.6,",S,05,",25.3,",S,28,+",68.8,S,68.8,",S",16.32,",S",20.19,",,,S",12.45,",,,S"
64,SF000068858,2022-02,-33.033,27.833,125.0,"EAST LONDON, SF",22.0,"1,S",9.0,"1,S",2.0,"1,S",20220225.0,",1,S",72.9,"1,,S,25,",177.8,"1,,,S",10.2,S,3.9,",S",0.0,",S",0.0,",S",0.0,",S",9.0,",S",0.0,",S",20220202.0,",,S",20220222.0,"+,,S",9.3,",S,02,",22.9,",S,22,+",151.3,S,82.5,",S",15.53,",S",19.16,",,,S",11.89,",,,S"
65,SF000068858,2022-03,-33.033,27.833,125.0,"EAST LONDON, SF",19.0,"5,S",16.0,"5,S",1.0,"5,S",20220305.0,",5,S",29.0,"5,,S,05,",206.6,"5,,,S",16.3,S,6.1,"1,S",0.0,"1,S",0.0,"1,S",0.0,",S",7.0,",S",0.0,",S",20220313.0,",1,S",20220303.0,"+,,S",7.9,"1,S,13,",22.6,",S,03,+",239.1,S,87.8,",S",15.52,"1,S",18.66,",,,S",12.38,"1,,,S"
66,SF000068858,2022-04,-33.033,27.833,125.0,"EAST LONDON, SF",,,,,,,,,,,,,16.3,S,0.0,",S",0.0,",S",0.0,",S",0.0,",S",2.0,",S",0.0,",S",20220411.0,",,S",20220409.0,"+,,S",6.5,",S,11,",21.3,",S,09,+",377.5,S,138.4,",S",13.72,",S",16.46,",,,S",10.98,",,,S"
67,SF000068858,2022-05,-33.033,27.833,125.0,"EAST LONDON, SF",22.0,"5,S",14.0,"5,S",6.0,"5,S",20220520.0,",5,S",130.0,"5,,S,20,",435.4,"5,,,S",16.3,S,0.0,"1,S",0.0,"1,S",0.0,"1,S",0.0,",S",0.0,",S",0.0,",S",20220517.0,",1,S",20220531.0,"+,,S",4.4,"1,S,17,",19.2,",S,31,+",546.1,S,168.6,",S",12.77,"1,S",15.69,",,,S",9.85,"1,,,S"
68,SF000068858,2022-07,-33.033,27.833,125.0,"EAST LONDON, SF",,,,,,,,,,,,,0.0,S,0.0,"1,S",0.0,"1,S",0.0,"1,S",0.0,",S",0.0,",S",0.0,",S",20220706.0,",1,S",20220714.0,"+,,S",2.1,"1,S,06,",16.3,",S,14,+",,,259.8,",S",9.68,"1,S",12.33,",,,S",7.02,"1,,,S"
69,SF000068858,2022-08,-33.033,27.833,125.0,"EAST LONDON, SF",,,,,,,,,,,,,0.0,S,0.0,"2,S",0.0,"1,S",0.0,"1,S",0.0,"1,S",0.0,"1,S",0.0,"1,S",20220806.0,",1,S",20220801.0,",1,S",2.7,"1,S,06,",15.9,"1,S,01,",,,268.5,"1,S",9.11,"2,S",11.93,"1,,,S",6.29,"1,,,S"
70,SF000068858,2022-09,-33.033,27.833,125.0,"EAST LONDON, SF",,,,,,,,,,,,,0.0,S,0.0,",S",0.0,",S",0.0,",S",0.0,",S",0.0,",S",0.0,",S",20220923.0,",,S",20220913.0,"+,,S",2.0,",S,23,",16.1,",S,13,+",,,269.2,",S",9.36,",S",12.36,",,,S",6.36,",,,S"
71,SF000068858,2022-10,-33.033,27.833,125.0,"EAST LONDON, SF",,,,,,,,,,,,,0.0,S,0.0,",S",0.0,",S",0.0,",S",0.0,",S",0.0,",S",0.0,",S",20221013.0,",,S",20221031.0,",,S",4.8,",S,13,",20.0,",S,31,",,,205.8,",S",11.69,",S",14.96,",,,S",8.43,",,,S"
